Image Path,Sentence,Result
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_cat_and_a_shell_of_a_tortoise_and_wings_of_an_owl.png,a creature with a body of a cat and a shell of a tortoise and wings of an owl,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_zebra_and_a_wingspan_of_a_butterfly_and_claws_of_a_hawk.png,a creature with a body of a zebra and a wingspan of a butterfly and claws of a hawk,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_tarantula_and_a_beak_of_a_swan_and_legs_of_a_hippo.png,a creature with a body of a tarantula and a beak of a swan and legs of a hippo,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_penguin_and_a_trunk_of_an_elephant_and_legs_of_a_cheetah.png,a creature with a body of a penguin and a trunk of an elephant and legs of a cheetah,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_stingray_and_an_antennae_of_a_beetle_and_legs_of_a_wolf.png,a creature with a body of a stingray and an antennae of a beetle and legs of a wolf,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_horse_and_a_tail_of_a_scorpion_and_a_head_of_a_fox.png,a creature with a body of a horse and a tail of a scorpion and a head of a fox,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_crab_and_a_wingspan_of_a_condor_and_trunk_of_an_elephant.png,a creature with a body of a crab and a wingspan of a condor and trunk of an elephant,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_rhino_and_the_beak_of_a_toucan_and_claws_of_a_bear.png,a creature with a body of a rhino and the beak of a toucan and claws of a bear,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_lobster_and_a_head_of_a_deer_and_wings_of_an_eagle.png,a creature with a body of a lobster and a head of a deer and wings of an eagle,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_swan_and_a_shell_of_a_crab_and_claws_of_an_eagle.png,a creature with a body of a swan and a shell of a crab and claws of an eagle,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_panda_and_a_beak_of_a_penguin_and_claws_of_a_tiger.png,a creature with a body of a panda and a beak of a penguin and claws of a tiger,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_wolf_and_a_beak_of_a_toucan_and_wings_of_a_bat.png,a creature with a body of a wolf and a beak of a toucan and wings of a bat,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_bat_and_a_tail_of_a_monkey_and_claws_of_an_eagle.png,a creature with a body of a bat and a tail of a monkey and claws of an eagle,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_squid_and_a_mane_of_a_lion_and_tail_of_a_skunk.png,a creature with a body of a squid and a mane of a lion and tail of a skunk,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_wolf_and_a_trunk_of_an_elephant_and_wings_of_a_vulture.png,a creature with a body of a wolf and a trunk of an elephant and wings of a vulture,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_rabbit_and_antennae_of_a_moth_and_legs_of_a_horse.png,a creature with a body of a rabbit and antennae of a moth and legs of a horse,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_buffalo_and_a_beak_of_a_duck_and_claws_of_a_lobster.png,a creature with a body of a buffalo and a beak of a duck and claws of a lobster,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_dolphin_and_a_mane_of_a_lion_and_claws_of_an_eagle.png,a creature with a body of a dolphin and a mane of a lion and claws of an eagle,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_snail_and_a_shell_of_a_turtle_and_fins_of_a_fish.png,a creature with a body of a snail and a shell of a turtle and fins of a fish,Yes
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_lobster_and_the_tail_of_a_fox_and_wings_of_a_bat.png,a creature with a body of a lobster and the tail of a fox and wings of a bat,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_frog_and_a_mane_of_a_lion_and_legs_of_a_deer.png,a creature with a body of a frog and a mane of a lion and legs of a deer,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_monkey_and_wings_of_a_bat_and_snout_of_a_pig.png,a creature with a body of a monkey and wings of a bat and snout of a pig,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_gorilla_and_a_tail_of_a_rabbit_and_wings_of_a_dove.png,a creature with a body of a gorilla and a tail of a rabbit and wings of a dove,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_cheetah_and_a_head_of_a_hummingbird_and_legs_of_a_rabbit.png,a creature with a body of a cheetah and a head of a hummingbird and legs of a rabbit,Yes
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_snake_and_a_head_of_a_falcon_and_legs_of_a_cheetah.png,a creature with a body of a snake and a head of a falcon and legs of a cheetah,Yes
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_an_alligator_and_the_wingspan_of_a_condor_and_legs_of_a_kangaroo.png,a creature with a body of an alligator and the wingspan of a condor and legs of a kangaroo,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_toucan_and_the_tail_of_a_rat_and_wings_of_a_bat.png,a creature with a body of a toucan and the tail of a rat and wings of a bat,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_rabbit_and_a_tail_of_a_monkey_and_fins_of_a_swordfish.png,a creature with a body of a rabbit and a tail of a monkey and fins of a swordfish,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_goat_and_a_head_of_a_dragonfly_and_claws_of_a_tiger.png,a creature with a body of a goat and a head of a dragonfly and claws of a tiger,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_peacock_and_a_snout_of_an_anteater_and_wings_of_a_bee.png,a creature with a body of a peacock and a snout of an anteater and wings of a bee,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_grasshopper_and_a_trunk_of_an_elephant_and_fins_of_a_seahorse.png,a creature with a body of a grasshopper and a trunk of an elephant and fins of a seahorse,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_cobra_and_a_head_of_a_duck_and_claws_of_a_bear.png,a creature with a body of a cobra and a head of a duck and claws of a bear,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_monkey_and_a_beak_of_a_hummingbird_and_fins_of_a_whale.png,a creature with a body of a monkey and a beak of a hummingbird and fins of a whale,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_horse_and_a_trunk_of_an_elephant_and_wings_of_a_dragonfly.png,a creature with a body of a horse and a trunk of an elephant and wings of a dragonfly,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_frog_and_a_wingspan_of_a_vulture_and_tail_of_a_squirrel.png,a creature with a body of a frog and a wingspan of a vulture and tail of a squirrel,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_giraffe_and_a_snout_of_a_pig_and_fins_of_a_fish.png,a creature with a body of a giraffe and a snout of a pig and fins of a fish,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_butterfly_and_legs_of_a_cheetah_and_wings_of_a_bat.png,a creature with a body of a butterfly and legs of a cheetah and wings of a bat,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_goat_and_a_trunk_of_an_elephant_and_claws_of_an_eagle.png,a creature with a body of a goat and a trunk of an elephant and claws of an eagle,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_peacock_and_a_shell_of_a_snail_and_wings_of_a_vulture.png,a creature with a body of a peacock and a shell of a snail and wings of a vulture,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_butterfly_and_a_tail_of_a_scorpion_and_fins_of_a_fish.png,a creature with a body of a butterfly and a tail of a scorpion and fins of a fish,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_camel_and_a_wingspan_of_a_hawk_and_legs_of_a_cheetah.png,a creature with a body of a camel and a wingspan of a hawk and legs of a cheetah,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_dragon_and_a_trunk_of_an_elephant_and_fins_of_a_swordfish.png,a creature with a body of a dragon and a trunk of an elephant and fins of a swordfish,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_toucan_and_a_trunk_of_an_elephant_and_fins_of_a_trout.png,a creature with a body of a toucan and a trunk of an elephant and fins of a trout,Yes
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_an_orca_and_antennae_of_a_grasshopper_and_fins_of_a_dolphin.png,a creature with a body of an orca and antennae of a grasshopper and fins of a dolphin,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_walrus_and_a_beak_of_a_falcon_and_antennae_of_a_beetle.png,a creature with a body of a walrus and a beak of a falcon and antennae of a beetle,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_turtle_and_a_tail_of_a_horse_and_wings_of_a_dragon.png,a creature with a body of a turtle and a tail of a horse and wings of a dragon,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_seal_and_a_mane_of_a_lion_and_fins_of_a_goldfish.png,a creature with a body of a seal and a mane of a lion and fins of a goldfish,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_rooster_and_a_tail_of_a_gecko_and_claws_of_a_lion.png,a creature with a body of a rooster and a tail of a gecko and claws of a lion,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_crocodile_and_a_tail_of_a_peacock_and_a_head_of_a_rabbit.png,a creature with a body of a crocodile and a tail of a peacock and a head of a rabbit,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_zebra_and_a_tail_of_a_fox_and_wings_of_an_eagle.png,a creature with a body of a zebra and a tail of a fox and wings of an eagle,Yes
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_shark_and_a_beak_of_a_parrot_and_legs_of_an_elephant.png,a creature with a body of a shark and a beak of a parrot and legs of an elephant,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_chameleon_and_a_trunk_of_an_elephant_and_claws_of_an_eagle.png,a creature with a body of a chameleon and a trunk of an elephant and claws of an eagle,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_tiger_and_a_wingspan_of_a_condor_and_a_tail_of_a_monkey.png,a creature with a body of a tiger and a wingspan of a condor and a tail of a monkey,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_flamingo_and_a_head_of_a_whale_and_fins_of_an_alligator.png,a creature with a body of a flamingo and a head of a whale and fins of an alligator,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_sloth_and_a_head_of_a_crocodile_and_fins_of_a_marlin.png,a creature with a body of a sloth and a head of a crocodile and fins of a marlin,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_an_elephant_and_a_shell_of_a_turtle_and_wings_of_a_butterfly.png,a creature with a body of an elephant and a shell of a turtle and wings of a butterfly,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_deer_and_a_horn_of_a_rhinoceros_and_fins_of_a_shark.png,a creature with a body of a deer and a horn of a rhinoceros and fins of a shark,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_rhino_and_a_beak_of_a_pelican_and_claws_of_a_crab.png,a creature with a body of a rhino and a beak of a pelican and claws of a crab,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_cheetah_and_a_horns_of_a_goat_and_fins_of_a_fish.png,a creature with a body of a cheetah and a horns of a goat and fins of a fish,Yes
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_kangaroo_and_a_trunk_of_an_elephant_and_fins_of_a_dolphin.png,a creature with a body of a kangaroo and a trunk of an elephant and fins of a dolphin,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_bison_and_a_snout_of_a_mole_and_claws_of_a_crab.png,a creature with a body of a bison and a snout of a mole and claws of a crab,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_camel_and_a_snout_of_a_pig_and_scales_of_a_fish.png,a creature with a body of a camel and a snout of a pig and scales of a fish,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_salamander_and_a_snout_of_a_bear_and_legs_of_a_kangaroo.png,a creature with a body of a salamander and a snout of a bear and legs of a kangaroo,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_kangaroo_and_claws_of_a_crab_and_wings_of_a_peacock.png,a creature with a body of a kangaroo and claws of a crab and wings of a peacock,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_fox_and_a_wingspan_of_an_eagle_and_legs_of_a_crab.png,a creature with a body of a fox and a wingspan of an eagle and legs of a crab,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_skunk_and_wings_of_a_falcon_and_claws_of_a_bear.png,a creature with a body of a skunk and wings of a falcon and claws of a bear,Yes
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_snail_and_a_head_of_a_parrot_and_legs_of_a_cheetah.png,a creature with a body of a snail and a head of a parrot and legs of a cheetah,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_whale_and_a_head_of_a_mosquito_and_tail_of_a_rat.png,a creature with a body of a whale and a head of a mosquito and tail of a rat,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_dragonfly_and_legs_of_a_cheetah_and_wings_of_a_bat.png,a creature with a body of a dragonfly and legs of a cheetah and wings of a bat,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_rhino_and_a_beak_of_a_hawk_and_legs_of_a_horse.png,a creature with a body of a rhino and a beak of a hawk and legs of a horse,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_parrot_and_a_head_of_a_cat_and_fins_of_a_dolphin.png,a creature with a body of a parrot and a head of a cat and fins of a dolphin,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_panther_and_antennae_of_a_moth_and_claws_of_a_rattlesnake.png,a creature with a body of a panther and antennae of a moth and claws of a rattlesnake,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_rabbit_and_a_tail_of_a_fish_and_wings_of_an_eagle.png,a creature with a body of a rabbit and a tail of a fish and wings of an eagle,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_butterfly_and_scales_of_a_snake_and_antennae_of_an_ant.png,a creature with a body of a butterfly and scales of a snake and antennae of an ant,Yes
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_squirrel_and_a_mane_of_a_lion_and_wings_of_a_falcon.png,a creature with a body of a squirrel and a mane of a lion and wings of a falcon,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_lion_and_a_tail_of_a_scorpion_and_wings_of_a_bat.png,a creature with a body of a lion and a tail of a scorpion and wings of a bat,Yes
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_seal_and_a_mane_of_a_lion_and_legs_of_a_cheetah.png,a creature with a body of a seal and a mane of a lion and legs of a cheetah,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_hedgehog_and_a_tail_of_a_scorpion_and_fins_of_a_whale.png,a creature with a body of a hedgehog and a tail of a scorpion and fins of a whale,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_mole_and_a_beak_of_an_eagle_and_wings_of_a_cockroach.png,a creature with a body of a mole and a beak of an eagle and wings of a cockroach,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_dragonfly_and_a_head_of_a_leopard_and_legs_of_a_frog.png,a creature with a body of a dragonfly and a head of a leopard and legs of a frog,Yes
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_jellyfish_and_a_beak_of_a_hawk_and_legs_of_a_kangaroo.png,a creature with a body of a jellyfish and a beak of a hawk and legs of a kangaroo,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_giraffe_and_antennae_of_an_ant_and_legs_of_a_gazelle.png,a creature with a body of a giraffe and antennae of an ant and legs of a gazelle,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_sea_lion_and_fins_of_a_shark_and_claws_of_an_eagle.png,a creature with a body of a sea lion and fins of a shark and claws of an eagle,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_leech_and_a_shell_of_a_snail_and_legs_of_a_kangaroo.png,a creature with a body of a leech and a shell of a snail and legs of a kangaroo,Yes
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_hawk_and_a_beak_of_a_toucan_and_legs_of_a_cheetah.png,a creature with a body of a hawk and a beak of a toucan and legs of a cheetah,Yes
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_bat_and_a_snout_of_a_pig_and_hooves_of_a_deer.png,a creature with a body of a bat and a snout of a pig and hooves of a deer,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_lizard_and_a_beak_of_a_toucan_and_wings_of_a_hawk.png,a creature with a body of a lizard and a beak of a toucan and wings of a hawk,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_an_iguana_and_a_wingspan_of_a_bat_and_tail_of_a_dog.png,a creature with a body of an iguana and a wingspan of a bat and tail of a dog,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_whale_and_the_head_of_an_eagle_and_fins_of_a_fish.png,a creature with a body of a whale and the head of an eagle and fins of a fish,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_moose_and_a_head_of_an_owl_and_legs_of_an_elephant.png,a creature with a body of a moose and a head of an owl and legs of an elephant,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_carp_and_a_mane_of_a_horse_and_claws_of_a_hawk.png,a creature with a body of a carp and a mane of a horse and claws of a hawk,No
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_tiger_and_a_wingspan_of_a_dragonfly_and_antennae_of_an_ant.png,a creature with a body of a tiger and a wingspan of a dragonfly and antennae of an ant,Yes
2D_experiments/generated_images/chimera/bandw_manga/a_creature_with_a_body_of_a_bear_and_horns_of_a_beetle_and_a_tail_of_a_crocodile.png,a creature with a body of a bear and horns of a beetle and a tail of a crocodile,No
